AdmGUIDValue_tab,DarInstitutionCode,DarBasisOfRecord,DarCatalogNumber,DarCollectorNumber,DarCollector,DarRelatedInformation,DarYearCollected,DarContinentOcean,DarCountry,DarStateProvince,DarCounty,DarLocality,DarMinimumElevation,DarMaximumElevation,DarDecimalLatitude,DarDecimalLongitude,DarGeorefMethod,DarCoordinateUncertaintyInMeter,DarIdentifiedBy,DarTypeStatus,DarScientificName,DarKingdom,DarPhylum,DarFamily,DarGenus,DarSpecies,DarSubspecies,DarSpecificEpithet,DarInfraspecificEpithet,DarInfraspecificRank,DarScientificNameAuthor
01c4cbc2-5a17-45af-8c38-8177751d9066,NY,PreservedSpecimen,2449872,14372,D. E. Atha,http://sweetgum.nybg.org/vh/specimen.php?irn=2624276,2014,North America,United States of America,New York,New York Co.,"Central Park, North Woods, between 108th and 109th Sts and between Lenox Ave and Adam Clayton Powell Jr Blvd",14,14,40.798,-73.9546,GPS,,D. E. Atha,,Stellaria media (L.) Vill.,Plantae,Magnoliophyta,Caryophyllaceae,Stellaria,media,,Species,,,
ddfcb572-2e55-4e95-b26c-fd3886524190,NY,PreservedSpecimen,2449873,14373,D. E. Atha,http://sweetgum.nybg.org/vh/specimen.php?irn=2624277,2014,North America,United States of America,New York,New York Co.,"Central Park, North Woods, between 108th and 109th Sts and between Lenox Ave and Adam Clayton Powell Jr Blvd",14,14,40.798,-73.9546,GPS,,D. E. Atha,,Stellaria media (L.) Vill.,Plantae,Magnoliophyta,Caryophyllaceae,Stellaria,media,,Species,,,
c12a1340-272b-4290-90de-30f92b037fdd,NY,PreservedSpecimen,2456405,14605,D. E. Atha,http://sweetgum.nybg.org/vh/specimen.php?irn=2652016,2014,North America,United States of America,New York,New York Co.,"Central Park.  Ramble, north of the Boathouse.  Between 76th and 77th Sts at about 6th Ave",52,52,40.7768,-73.9691,GPS,25,R. C. Moran,,Athyrium filix-femina (L.) Roth,Plantae,Pteridophyta,Athyriaceae,Athyrium,filix-femina,,Species,,,
8ea2952d-11a2-49aa-ac97-c6bd52952ef7,NY,PreservedSpecimen,2589611,15011,D. E. Atha,http://sweetgum.nybg.org/vh/specimen.php?irn=2911694,2015,North America,United States of America,New York,New York Co.,Central Park. Sheep Meadow.  Northeast of Mineral Springs. Between 70th and 71st Streets and between 6th and 7th Avenues,21,21,40.7732,-73.9728,GPS,,D. E. Atha,,Dennstaedtia punctilobula (Michx.) T.Moore,Plantae,Pteridophyta,Dennstaedtiaceae,Dennstaedtia,punctilobula,,Species,,,
1432d6b3-1b2a-4c7f-827a-c8c3be873643,NY,PreservedSpecimen,2589681,14981,D. E. Atha,http://sweetgum.nybg.org/vh/specimen.php?irn=2890748,2015,North America,United States of America,New York,New York Co.,"Central Park. North Woods, Ravine. Southwest of the Lasker Rink.  Between 105th and 106th Sts and between 6th and 7th Aves",49,49,40.7961,-73.9563,GPS,,D. E. Atha,,Polystichum acrostichoides (Michx.) Schott,Plantae,Pteridophyta,Dryopteridaceae,Polystichum,acrostichoides,,Species,,,
77de363b-794b-43db-81b3-606be328018b,NY,PreservedSpecimen,2457026,14926,D. E. Atha,http://sweetgum.nybg.org/vh/specimen.php?irn=2733255,2014,North America,United States of America,New York,New York Co.,Central Park. Great Hill. Between 102nd and 103rd St. and between 7th and 8th Aves,28,28,40.7952,-73.9597,GPS,25,D. E. Atha,,Vigna unguiculata (L.) Walp.,Plantae,Magnoliophyta,Fabaceae,Vigna,unguiculata,,Species,,,
9fc3ae08-6507-441c-94cd-9ccff5022f39,NY,PreservedSpecimen,2449874,14374,D. E. Atha,http://sweetgum.nybg.org/vh/specimen.php?irn=2624278,2014,North America,United States of America,New York,New York Co.,"Central Park, North Woods, between 108th and 109th Sts  and between Lenox Ave and Adam Clayton Powell Jr Blvd",14,14,40.7979,-73.9547,GPS,,C. S. Campbell,,Amelanchier sanguinea (Pursh) DC.,Plantae,Magnoliophyta,Rosaceae,Amelanchier,sanguinea,,Species,,,
4723f19b-83dc-4c09-8da1-a310cefdef6a,NY,PreservedSpecimen,2456314,14514,D. E. Atha,http://sweetgum.nybg.org/vh/specimen.php?irn=2643376,2014,North America,United States of America,New York,New York Co.,"Central Park, North Woods, between 108th and 109th Sts and between 6th and 7th Aves",14,14,40.7979,-73.9547,GPS,25,D. E. Atha,,Amelanchier sanguinea (Pursh) DC.,Plantae,Magnoliophyta,Rosaceae,Amelanchier,sanguinea,,Species,,,
52e9ee96-622f-414a-be0a-52743decc474,NY,PreservedSpecimen,9490,,,http://sweetgum.nybg.org/vh/specimen.php?irn=288326,1867,North America,United States of America,New York,New York Co.,Central Park,,,40.7823,-73.9654,GEOLocate Web Application,2545,,,Torreya taxifolia Arn.,Plantae,Pinophyta,Taxaceae,Torreya,taxifolia,,Species,,,
bf326b0b-e164-4e19-b094-3e3f0fc3de46,NY,PreservedSpecimen,9495,,,http://sweetgum.nybg.org/vh/specimen.php?irn=288331,1867,North America,United States of America,New York,New York Co.,Central Park,,,40.7823,-73.9654,GEOLocate Web Application,2545,,,Torreya taxifolia Arn.,Plantae,Pinophyta,Taxaceae,Torreya,taxifolia,,Species,,,
939707b8-a4ca-4546-9e71-9af6ff55297d,NY,PreservedSpecimen,2456481,14681,D. E. Atha,http://sweetgum.nybg.org/vh/specimen.php?irn=2681463,2014,North America,United States of America,New York,New York Co.,Central Park. 79th St Transverse.  At 81st St and between 7th and 8th Aves,29,29,40.7819,-73.9714,GPS,,D. E. Atha,,Dysphania pumilio (R.Br.) Mosyakin & Clemants,Plantae,Magnoliophyta,Amaranthaceae,Dysphania,pumilio,,Species,,,
c8dc2cee-9429-4a93-9f20-5be1bbc914a5,NY,PreservedSpecimen,2549555,15055,D. E. Atha,http://sweetgum.nybg.org/vh/specimen.php?irn=2913433,2015,North America,United States of America,New York,New York Co.,Central Park.  Ramble. Between 76th and 77th Streets and between 5th and 6th Avenues,18,18,40.7763,-73.9684,GPS,,D. E. Atha,,Euonymus europaeus L.,Plantae,Magnoliophyta,Celastraceae,Euonymus,europaeus,,Species,,,
d0eaf34e-0236-447e-a144-b2ac0308aa16,NY,PreservedSpecimen,2456381,14731,D. E. Atha,http://sweetgum.nybg.org/vh/specimen.php?irn=2686845,2014,North America,United States of America,New York,New York Co.,"Central Park. Tennis House, at the 97th St Transverse. Between 96th and 97th Streets and between 7th and 8th Avenues",30,30,40.7916,-73.9629,GPS,,D. E. Atha,,Prunus serotina Ehrh.,Plantae,Magnoliophyta,Rosaceae,Prunus,serotina,,Species,,,
8cff9ab6-dfb2-42cf-86b7-5271d573c837,NY,PreservedSpecimen,2456450,14504,D. E. Atha,http://sweetgum.nybg.org/vh/specimen.php?irn=2643328,2014,North America,United States of America,New York,New York Co.,Central Park. Conservatory Garden. Between 105th and 106th St and between 5th and 6th Aves,7,7,40.7941,-73.9521,GPS,25,D. E. Atha,,Sagina procumbens L.,Plantae,Magnoliophyta,Caryophyllaceae,Sagina,procumbens,,Species,,,
2a07a1be-02da-4e72-bea1-138d82f69487,NY,PreservedSpecimen,2456492,14692,D. E. Atha,http://sweetgum.nybg.org/vh/specimen.php?irn=2682219,2014,North America,United States of America,New York,New York Co.,Central Park. 79th St Transverse. Between 79th and 80th Sts and between 5th and 6th Aves,46,46,40.7785,-73.9666,GPS,,D. E. Atha,,Mentha spicata L.,Plantae,Magnoliophyta,Lamiaceae,Mentha,spicata,,Species,,,
410d0dc0-3443-4f37-8b6d-b7ec7fbe93f3,NY,PreservedSpecimen,64403,s.n.,Collector unspecified,http://sweetgum.nybg.org/vh/specimen.php?irn=409881,1867,North America,United States of America,New York,New York Co.,"Central Park, New York City",,,40.7823,-73.9654,GEOLocate Web Application,2545,,,Cryptomeria japonica (Thunb. ex L.f.) D.Don,Plantae,Pinophyta,Cupressaceae,Cryptomeria,japonica,,Species,,,
b3693a36-ea4c-4352-9385-9a274bff3174,NY,PreservedSpecimen,62509,s.n.,Illegible collector name,http://sweetgum.nybg.org/vh/specimen.php?irn=751802,1895,North America,United States of America,New York,New York Co.,Central Park,,,40.7823,-73.9654,GEOLocate Web Application,2545,,,Pinus resinosa Aiton,Plantae,Pinophyta,Pinaceae,Pinus,resinosa,,Species,,,
71477760-3766-49a4-b5e0-22de2dccdc33,NY,PreservedSpecimen,2589662,14962,D. E. Atha,http://sweetgum.nybg.org/vh/specimen.php?irn=2890570,2015,North America,United States of America,New York,New York Co.,Central Park. Lake at Wagner Cove. Between 70th and 71st Sts and between 7th and 8th Aves,18,18,40.7745,-73.9737,GPS,,D. E. Atha,,Cardamine hirsuta L.,Plantae,Magnoliophyta,Brassicaceae,Cardamine,hirsuta,,Species,,,
e86c4efa-73c9-4c8c-b695-16bb2c8451cc,NY,PreservedSpecimen,2589664,14964,D. E. Atha,http://sweetgum.nybg.org/vh/specimen.php?irn=2890718,2015,North America,United States of America,New York,New York Co.,Central Park. Lake at Wagner Cove. Between 70th and 71st Sts and between 7th and 8th Aves,18,18,40.7745,-73.9737,GPS,,D. E. Atha,,Cardamine hirsuta L.,Plantae,Magnoliophyta,Brassicaceae,Cardamine,hirsuta,,Species,,,
db4eb4b2-b724-4a58-ab5d-709f7d2f6de5,NY,PreservedSpecimen,2589673,14973,D. E. Atha,http://sweetgum.nybg.org/vh/specimen.php?irn=2890739,2015,North America,United States of America,New York,New York Co.,Central Park. Great Hill. Along path leading from 103rd St entrance to top of hill.  Between 103rd and 104th Sts and between 7th and 8th Aves,37,37,40.796,-73.9606,GPS,,D. E. Atha,,Cardamine hirsuta L.,Plantae,Magnoliophyta,Brassicaceae,Cardamine,hirsuta,,Species,,,
653e5347-743d-45aa-a835-075fdebd8dfc,NY,PreservedSpecimen,2450098,14498,D. E. Atha,http://sweetgum.nybg.org/vh/specimen.php?irn=2643322,2014,North America,United States of America,New York,New York Co.,"Central Park. Mount, at compost Area. Between 105th and 106th Streets and between 5th and 6th Avenues",46,46,40.7945,-73.9536,GPS,25,D. E. Atha,,Galium aparine L.,Plantae,Magnoliophyta,Rubiaceae,Galium,aparine,,Species,,,
246a0ffb-4498-4700-8d2a-86bb138a2a64,NY,PreservedSpecimen,2456371,14721,D. E. Atha,http://sweetgum.nybg.org/vh/specimen.php?irn=2686491,2014,North America,United States of America,New York,New York Co.,Central Park. Reservoir. Between 86th and 87th Sts and between 7th and 8th Aves,47,47,40.7848,-73.9674,GPS,,D. E. Atha,,Acalypha rhomboidea Raf.,Plantae,Magnoliophyta,Euphorbiaceae,Acalypha,rhomboidea,,Species,,,
88ccb44d-9909-4e97-b1a4-48df853bd16c,NY,PreservedSpecimen,2456548,14748,D. E. Atha,http://sweetgum.nybg.org/vh/specimen.php?irn=2686867,2014,North America,United States of America,New York,New York Co.,Central Park. Reservoir. At 87th St and between 5th and 6th Aves,46,46,40.7826,-73.9606,GPS,,D. E. Atha,,Coreopsis lanceolata L.,Plantae,Magnoliophyta,Asteraceae,Coreopsis,lanceolata,,Species,,,
924e64e7-d09c-4b06-ba9a-0fb99d5c4730,NY,PreservedSpecimen,2456484,14684,D. E. Atha,http://sweetgum.nybg.org/vh/specimen.php?irn=2681466,2014,North America,United States of America,New York,New York Co.,Central Park. 79th St Transverse.  At 81st St and between 7th and 8th Aves,29,29,40.7819,-73.9714,GPS,,D. E. Atha,,Amaranthus blitum L.,Plantae,Magnoliophyta,Amaranthaceae,Amaranthus,blitum,,Species,,,
13e16799-d9d6-465e-8047-40ad2ce839c2,NY,PreservedSpecimen,2457186,14886,D. E. Atha,http://sweetgum.nybg.org/vh/specimen.php?irn=2717618,2014,North America,United States of America,New York,New York Co.,"Central Park. Ramble, along north shore, between Bow Bridge and ""the Riviera"".  Between 73rd and 74th Sts and between 6th and 7th Aves",19,19,40.776,-73.9714,GPS,25,D. E. Atha,,Amaranthus cruentus L.,Plantae,Magnoliophyta,Amaranthaceae,Amaranthus,cruentus,,Species,,,
3ff314e6-a101-4a3e-8546-1a1473045f08,NY,PreservedSpecimen,2589670,14970,D. E. Atha,http://sweetgum.nybg.org/vh/specimen.php?irn=2890736,2015,North America,United States of America,New York,New York Co.,Central Park. Great Hill. Along path leading from 103rd St entrance to top of hill.  At 103rd St and between 7th and 8th Aves,30,30,40.7959,-73.9611,GPS,,D. E. Atha,,Veronica hederifolia L.,Plantae,Magnoliophyta,Plantaginaceae,Veronica,hederifolia,,Species,,,
e61d97ef-ebca-464d-9b0b-758151657a08,NY,PreservedSpecimen,2589671,14971,D. E. Atha,http://sweetgum.nybg.org/vh/specimen.php?irn=2890737,2015,North America,United States of America,New York,New York Co.,Central Park. Great Hill. Along path leading from 103rd St entrance to top of hill.  At 103rd St and between 7th and 8th Aves,30,30,40.7959,-73.9611,GPS,,D. E. Atha,,Veronica hederifolia L.,Plantae,Magnoliophyta,Plantaginaceae,Veronica,hederifolia,,Species,,,
d5b99f54-c17b-4e10-995f-2a80bb98fce1,NY,PreservedSpecimen,2549551,15051,D. E. Atha,http://sweetgum.nybg.org/vh/specimen.php?irn=2913430,2015,North America,United States of America,New York,New York Co.,"Central Park.  Lake, at the Loeb Boathouse. Between 75th and 76th Streets and between 5th and 6th Avenues",18,18,40.7755,-73.9684,GPS,,D. E. Atha,,Veronica hederifolia L.,Plantae,Magnoliophyta,Plantaginaceae,Veronica,hederifolia,,Species,,,
38c2e4ce-5050-47de-a494-b24cb0885a89,NY,PreservedSpecimen,2456372,14722,D. E. Atha,http://sweetgum.nybg.org/vh/specimen.php?irn=2686495,2014,North America,United States of America,New York,New York Co.,Central Park. Reservoir. Between 86th and 87th Sts and between 7th and 8th Aves,47,47,40.7848,-73.9674,GPS,,D. E. Atha,,Rudbeckia fulgida Aiton,Plantae,Magnoliophyta,Asteraceae,Rudbeckia,fulgida,,Species,,,
b3cd42cd-af8b-41a8-b246-cde72c6b8db8,NY,PreservedSpecimen,2456382,14732,D. E. Atha,http://sweetgum.nybg.org/vh/specimen.php?irn=2686846,2014,North America,United States of America,New York,New York Co.,"Central Park. Tennis House, at the 97th St Transverse. Between 96th and 97th Streets and between 7th and 8th Avenues",30,30,40.7916,-73.9629,GPS,,D. E. Atha,,Quercus bicolor Willd.,Plantae,Magnoliophyta,Fagaceae,Quercus,bicolor,,Species,,,
0ea30397-5e97-4881-b523-986667b26c29,NY,PreservedSpecimen,2457197,14897,D. E. Atha,http://sweetgum.nybg.org/vh/specimen.php?irn=2718088,2014,North America,United States of America,New York,New York Co.,"Central Park. Ramble, northwest of Azalea Pond. Between 75th and 76th Sts and between 6th and 7th Aves",50,50,40.7773,-73.9697,GPS,25,D. E. Atha,,Diervilla lonicera Mill.,Plantae,Magnoliophyta,Caprifoliaceae,Diervilla,lonicera,,Species,,,
a0e2606a-0400-4694-a6eb-2bb4dedaf430,NY,PreservedSpecimen,2549573,15073,D. E. Atha,http://sweetgum.nybg.org/vh/specimen.php?irn=2913738,2015,North America,United States of America,New York,New York Co.,"Central Park. Ramble, southwest of the Ramble Shed. Between 77th and 78th Streets and between 6th and 7th Avenues",31,31,40.7784,-73.9681,GPS,,D. E. Atha,,Rubus pensilvanicus Poir.,Plantae,Magnoliophyta,Rosaceae,Rubus,pensilvanicus,,Species,,,
69e44ab3-d295-48c8-a9b0-93fe0ee0b7dd,NY,PreservedSpecimen,2589672,14972,D. E. Atha,http://sweetgum.nybg.org/vh/specimen.php?irn=2890738,2015,North America,United States of America,New York,New York Co.,Central Park. Great Hill. Along path leading from 103rd St entrance to top of hill.  At 103rd St and between 7th and 8th Aves,30,30,40.7959,-73.9611,GPS,,D. E. Atha,,Pachysandra procumbens Michx.,Plantae,Magnoliophyta,Buxaceae,Pachysandra,procumbens,,Species,,,
c75dc178-34d9-4a82-aacc-6db88dfd6769,NY,PreservedSpecimen,2450067,14467,D. E. Atha,http://sweetgum.nybg.org/vh/specimen.php?irn=2650066,2014,North America,United States of America,New York,New York Co.,"Central Park. Tennis House, north of the Tennis Courts, between 96th and 97th Streets and between 6th and 7th Avenues",31,31,40.7905,-73.9611,GPS,25,D. E. Atha,,Gleditsia triacanthos L.,Plantae,Magnoliophyta,Fabaceae,Gleditsia,triacanthos,,Species,,,
df31d832-dbbb-4445-bf73-63867ff1e188,NY,PreservedSpecimen,2549554,15054,D. E. Atha,http://sweetgum.nybg.org/vh/specimen.php?irn=2913432,2015,North America,United States of America,New York,New York Co.,"Central Park.  Lake, at the Loeb Boathouse. Between 75th and 76th Streets and between 5th and 6th Avenues",18,18,40.7755,-73.9684,GPS,,D. E. Atha,,Gleditsia triacanthos L.,Plantae,Magnoliophyta,Fabaceae,Gleditsia,triacanthos,,Species,,,
192dd5bf-786d-457e-ac53-a7a7cd99cba7,NY,PreservedSpecimen,2450063,14503,D. E. Atha,http://sweetgum.nybg.org/vh/specimen.php?irn=2643327,2014,North America,United States of America,New York,New York Co.,Central Park. Conservatory Garden. Between 105th and 106th St and between 5th and 6th Aves,7,7,40.7941,-73.9521,GPS,25,D. E. Atha,,Mazus pumilus (Burm.f.) Steenis,Plantae,Magnoliophyta,Mazaceae,Mazus,pumilus,,Species,,,
e81a5c0d-da31-42d1-8b17-da14682357a4,NY,PreservedSpecimen,2449998,14598,D. E. Atha,http://sweetgum.nybg.org/vh/specimen.php?irn=2645767,2014,North America,United States of America,New York,New York Co.,"Central Park. Ramble, north of the Boathouse.  Between 76th and 77th Sts and between 5th and 6th Aves",24,24,40.7766,-73.9677,GPS,25,D. E. Atha,,Commelina communis L.,Plantae,Magnoliophyta,Commelinaceae,Commelina,communis,,Species,,,
bfeb6ff9-ad4f-45c9-bd3d-06fd29c81ca4,NY,PreservedSpecimen,2450096,14496,D. E. Atha,http://sweetgum.nybg.org/vh/specimen.php?irn=2643321,2014,North America,United States of America,New York,New York Co.,"Central Park. Mount, at compost Area. Between 105th and 106th Streets and between 5th and 6th Avenues",46,46,40.7945,-73.9536,GPS,25,D. E. Atha,,Commelina communis L.,Plantae,Magnoliophyta,Commelinaceae,Commelina,communis,,Species,,,
076ba62b-ae20-4ac1-8fcc-b92ca5113025,NY,PreservedSpecimen,2457035,14935,D. E. Atha,http://sweetgum.nybg.org/vh/specimen.php?irn=2733301,2014,North America,United States of America,New York,New York Co.,"Central Park. North Woods, just south of East Drive, west of ""Climbing Rock"". Between 108th and 109th St and between 6th and 7th Aves",12,12,40.7984,-73.9548,GPS,25,T. C. Andres,,Cucurbita ficifolia Bouché,Plantae,Magnoliophyta,Cucurbitaceae,Cucurbita,ficifolia,,Species,,,
a3e6af78-b307-41f5-8686-0c69cccf1602,NY,PreservedSpecimen,2457265,14935,D. E. Atha,http://sweetgum.nybg.org/vh/specimen.php?irn=2784185,2014,North America,United States of America,New York,New York Co.,"Central Park. North Woods, just south of East Drive, west of ""Climbing Rock"". Between 108th and 109th St and between 6th and 7th Aves",12,12,40.7984,-73.9548,GPS,25,T. C. Andres,,Cucurbita ficifolia Bouché,Plantae,Magnoliophyta,Cucurbitaceae,Cucurbita,ficifolia,,Species,,,
b18f92dc-adef-440a-89a4-397d6b9a1972,NY,PreservedSpecimen,2457046,14946,D. E. Atha,http://sweetgum.nybg.org/vh/specimen.php?irn=2733757,2014,North America,United States of America,New York,New York Co.,"Central Park. Great Hill, Childrens Glade. At 104th St and between 7th and 8th Aves",48,48,40.7964,-73.9602,GPS,25,D. E. Atha,,Hamamelis virginiana L.,Plantae,Magnoliophyta,Hamamelidaceae,Hamamelis,virginiana,,Species,,,
1919582d-6ce8-46f2-bbb3-4a09009320e5,NY,PreservedSpecimen,2549552,15052,D. E. Atha,http://sweetgum.nybg.org/vh/specimen.php?irn=2913729,2015,North America,United States of America,New York,New York Co.,"Central Park.  Lake, at the Loeb Boathouse. Between 75th and 76th Streets and between 5th and 6th Avenues",18,18,40.7755,-73.9684,GPS,,D. E. Atha,,Poa pratensis L.,Plantae,Magnoliophyta,Poaceae,Poa,pratensis,,Species,,,
e8ee9092-33d9-4edd-a79c-d20685b35c67,NY,PreservedSpecimen,2549582,15082,D. E. Atha,http://sweetgum.nybg.org/vh/specimen.php?irn=2913739,2015,North America,United States of America,New York,New York Co.,Central Park. Ramble. Between 77th and 78th Streets and between 6th and 7th Avenues,29,29,40.7791,-73.9698,GPS,,D. E. Atha,,Poa pratensis L.,Plantae,Magnoliophyta,Poaceae,Poa,pratensis,,Species,,,
f4f4891b-da29-43a3-b5ed-17bd8acca5cf,NY,PreservedSpecimen,2332650,s.n.,G. Clarke,http://sweetgum.nybg.org/vh/specimen.php?irn=2533017,1890,North America,United States of America,New York,New York Co.,Central Park,,,40.7823,-73.9654,GEOLocate Web Application,2545,D. E. Atha,,Silene latifolia Poir.,Plantae,Magnoliophyta,Caryophyllaceae,Silene,latifolia,,Species,,,
0cf4201e-1291-49c0-8578-bfd0002585ad,NY,PreservedSpecimen,2377912,s.n.,E. H. Day,http://sweetgum.nybg.org/vh/specimen.php?irn=2602515,1879,North America,United States of America,New York,New York Co.,Central Park,,,40.7823,-73.9654,GEOLocate Web Application,2545,D. E. Atha,,Ptelea trifoliata L.,Plantae,Magnoliophyta,Rutaceae,Ptelea,trifoliata,,Species,,,
2d55c3f1-2b90-42dc-b8bb-61eb70f304f9,NY,PreservedSpecimen,2589686,14986,D. E. Atha,http://sweetgum.nybg.org/vh/specimen.php?irn=2890765,2015,North America,United States of America,New York,New York Co.,Central Park. North Woods. Between 108th and 109th Sts and between 7th and 8th Aves,33,33,40.799,-73.9562,GPS,,D. E. Atha,,Quercus rubra L.,Plantae,Magnoliophyta,Fagaceae,Quercus,rubra,,Species,,,
b8993770-a68c-4a75-80dd-545c6470a5f7,NY,PreservedSpecimen,2456317,14517,D. E. Atha,http://sweetgum.nybg.org/vh/specimen.php?irn=2643379,2014,North America,United States of America,New York,New York Co.,"Central Park, North Woods, between 108th and 109th Sts and between 6th and 7th Aves",14,14,40.7979,-73.9547,GPS,25,D. E. Atha,,Amelanchier laevis Wiegand,Plantae,Magnoliophyta,Rosaceae,Amelanchier,laevis,,Species,,,
f6832134-9d92-4025-bc8e-b1d8b6cbd729,NY,PreservedSpecimen,2450066,14466,D. E. Atha,http://sweetgum.nybg.org/vh/specimen.php?irn=2643277,2014,North America,United States of America,New York,New York Co.,"Central Park. Tennis House, north of the Tennis Courts, between 96th and 97th Streets and between 6th and 7th Avenues",31,31,40.7905,-73.9611,GPS,25,D. E. Atha,,Amelanchier laevis Wiegand,Plantae,Magnoliophyta,Rosaceae,Amelanchier,laevis,,Species,,,
4cb19bd3-e03b-4ad2-af48-62f76e9e2e0b,NY,PreservedSpecimen,2456361,14711,D. E. Atha,http://sweetgum.nybg.org/vh/specimen.php?irn=2686422,2014,North America,United States of America,New York,New York Co.,"Central Park.  Great Lawn, just south of the 86th St. Transverse. Between 84th and 85th Sts and between 5th and 6th Aves",35,35,40.7816,-73.9633,GPS,,D. E. Atha,,Salvia reflexa Hornem.,Plantae,Magnoliophyta,Lamiaceae,Salvia,reflexa,,Species,,,
61a23505-5c62-449f-8e8c-9ce4beb4839a,NY,PreservedSpecimen,2450070,14470,D. E. Atha,http://sweetgum.nybg.org/vh/specimen.php?irn=2643279,2014,North America,United States of America,New York,New York Co.,"Central Park. Tennis House, north of the Tennis Courts, between 96th and 97th Streets and between 6th and 7th Avenues",31,31,40.7905,-73.9611,GPS,25,D. E. Atha,,Rubus flagellaris Willd.,Plantae,Magnoliophyta,Rosaceae,Rubus,flagellaris,,Species,,,
bfacb574-87b5-409f-82e2-059efdf4ec82,NY,PreservedSpecimen,2456385,14735,D. E. Atha,http://sweetgum.nybg.org/vh/specimen.php?irn=2686852,2014,North America,United States of America,New York,New York Co.,Central Park. 97th St Transverse. Between 96th and 97th Sts and between 7th and 8th Aves,33,33,40.7913,-73.9623,GPS,,D. E. Atha,,Rubus flagellaris Willd.,Plantae,Magnoliophyta,Rosaceae,Rubus,flagellaris,,Species,,,
da05ca4a-dd15-499b-9fb6-f5f085a09e62,NY,PreservedSpecimen,2549572,15072,D. E. Atha,http://sweetgum.nybg.org/vh/specimen.php?irn=2913737,2015,North America,United States of America,New York,New York Co.,"Central Park. Ramble, south of weather station. Between 77th and 78th Streets and between 6th and 7th Avenues",34,34,40.779,-73.9696,GPS,,D. E. Atha,,Rubus flagellaris Willd.,Plantae,Magnoliophyta,Rosaceae,Rubus,flagellaris,,Species,,,
600755a7-e649-4943-b81e-bd589b9d46ce,NY,PreservedSpecimen,2456377,14727,D. E. Atha,http://sweetgum.nybg.org/vh/specimen.php?irn=2686545,2014,North America,United States of America,New York,New York Co.,Central Park. Reservoir. Between 95th and 96th Sts and between 5th and 6th Aves,33,33,40.788,-73.9573,GPS,,D. E. Atha,,Cichorium intybus L.,Plantae,Magnoliophyta,Asteraceae,Cichorium,intybus,,Species,,,
47ec4a8f-41c8-407a-b96d-e1aba71d92bf,NY,PreservedSpecimen,2456376,14726,D. E. Atha,http://sweetgum.nybg.org/vh/specimen.php?irn=2686507,2014,North America,United States of America,New York,New York Co.,Central Park. Reservoir. Between 95th and 96th Sts and between 5th and 6th Aves,33,33,40.788,-73.9573,GPS,,D. E. Atha,,Rhus typhina L.,Plantae,Magnoliophyta,Anacardiaceae,Rhus,typhina,,Species,,,
5fd01007-85b5-4034-a9ff-c6f75a731560,NY,PreservedSpecimen,2589684,14984,D. E. Atha,http://sweetgum.nybg.org/vh/specimen.php?irn=2890751,2015,North America,United States of America,New York,New York Co.,Central Park. North Woods. Between 108th and 109th Sts and between 7th and 8th Aves,33,33,40.7991,-73.9581,GPS,,D. E. Atha,,Pyrus calleryana Decne.,Plantae,Magnoliophyta,Rosaceae,Pyrus,calleryana,,Species,,,
9b1e69f5-22bf-4d48-b291-12c3bdfc5242,NY,PreservedSpecimen,2589616,15016,D. E. Atha,http://sweetgum.nybg.org/vh/specimen.php?irn=2911742,2015,North America,United States of America,New York,New York Co.,"Central Park. 97th Street Transverse, south side. Between 96th and 97th Streets and between 6th and 7th Avenues",28,28,40.7898,-73.9588,GPS,,D. E. Atha,,Pyrus calleryana Decne.,Plantae,Magnoliophyta,Rosaceae,Pyrus,calleryana,,Species,,,
b59ede7f-975c-40d6-ba89-a13ed4e612ef,NY,PreservedSpecimen,2456315,14515,D. E. Atha,http://sweetgum.nybg.org/vh/specimen.php?irn=2643377,2014,North America,United States of America,New York,New York Co.,"Central Park, North Woods, between 108th and 109th Sts and between 6th and 7th Aves",14,14,40.7979,-73.9547,GPS,25,D. E. Atha,,Philadelphus coronarius L.,Plantae,Magnoliophyta,Hydrangeaceae,Philadelphus,coronarius,,Species,,,
3207919a-9938-4e0a-bbc3-361366d4a3b8,NY,PreservedSpecimen,2456370,14720,D. E. Atha,http://sweetgum.nybg.org/vh/specimen.php?irn=2703916,2014,North America,United States of America,New York,New York Co.,Central Park. Reservoir. Between 86th and 87th Sts and between 7th and 8th Aves,47,47,40.7848,-73.9674,GPS,,D. E. Atha,,Hieracium kalmii L.,Plantae,Magnoliophyta,Asteraceae,Hieracium,kalmii,,Species,,,
f441095a-6e8d-4059-97c5-9409831f24e0,NY,PreservedSpecimen,2456379,14720,D. E. Atha,http://sweetgum.nybg.org/vh/specimen.php?irn=2686490,2014,North America,United States of America,New York,New York Co.,Central Park. Reservoir. Between 86th and 87th Sts and between 7th and 8th Aves,47,47,40.7848,-73.9674,GPS,,D. E. Atha,,Hieracium kalmii L.,Plantae,Magnoliophyta,Asteraceae,Hieracium,kalmii,,Species,,,
dbd21df4-f9e0-4966-97a3-f8fd2760466a,NY,PreservedSpecimen,2450072,14472,D. E. Atha,http://sweetgum.nybg.org/vh/specimen.php?irn=2643281,2014,North America,United States of America,New York,New York Co.,"Central Park. Tennis House, north of the Tennis Courts, between 96th and 97th Streets and between 6th and 7th Avenues",31,31,40.7905,-73.9611,GPS,25,D. E. Atha,,Carex blanda Dewey,Plantae,Magnoliophyta,Cyperaceae,Carex,blanda,,Species,,,
